cosponsor,sponsor,bill
"Rep. Beatty, Joyce [D-OH]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. Cooper, Jim [D-TN]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. Fitzpatrick, Brian K. [R-PA]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. Demings, Val Butler [D-FL]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. Hinson, Ashley [R-IA]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. McGovern, James P. [D-MA]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. Maloney, Carolyn B. [D-NY]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. Foster, Bill [D-IL]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. Kuster, Ann M. [D-NH]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. Thompson, Bennie G. [D-MS]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. Sewell, Terri A. [D-AL]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. Suozzi, Thomas R. [D-NY]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. Takano, Mark [D-CA]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. Sires, Albio [D-NJ]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. Wild, Susan [D-PA]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. Carson, Andre [D-IN]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. Hastings, Alcee L. [D-FL]","Rep. Wexton, Jennifer [D-VA]",HR 1034
"Rep. Crow, Jason [D-CO]","Rep. Wexton, Jennifer [D-VA]",HR 1035
"Rep. Salazar, Maria Elvira [R-FL]","Rep. Wexton, Jennifer [D-VA]",HR 1035
"Rep. Rouzer, David [R-NC]","Rep. Wexton, Jennifer [D-VA]",HR 1035
"Rep. Newhouse, Dan [R-WA]","Rep. Wexton, Jennifer [D-VA]",HR 1035
"Rep. Deutch, Theodore E. [D-FL]","Rep. Wilson, Joe [R-SC]",HR 1036
"Rep. Young, Don [R-AK]","Rep. Garamendi, John [D-CA]",HR 104
"Rep. Soto, Darren [D-FL]","Resident Commissioner González-Colón, Jenniffer [R-PR]",HR 105
"Rep. O'Halleran, Tom [D-AZ]","Rep. Grijalva, Raúl M. [D-AZ]",HR 1052
"Rep. Garcia, Jesus G. ""Chuy"" [D-IL]","Rep. Grijalva, Raúl M. [D-AZ]",HR 1052
"Rep. Huffman, Jared [D-CA]","Rep. Grijalva, Raúl M. [D-AZ]",HR 1052
"Rep. Velazquez, Nydia M. [D-NY]","Rep. Grijalva, Raúl M. [D-AZ]",HR 1052
"Rep. Lowenthal, Alan S. [D-CA]","Rep. Grijalva, Raúl M. [D-AZ]",HR 1052
"Rep. Stanton, Greg [D-AZ]","Rep. Grijalva, Raúl M. [D-AZ]",HR 1052
"Rep. Napolitano, Grace F. [D-CA]","Rep. Grijalva, Raúl M. [D-AZ]",HR 1052
"Del. Sablan, Gregorio Kilili Camacho [D-MP]","Rep. Grijalva, Raúl M. [D-AZ]",HR 1052
"Rep. Kirkpatrick, Ann [D-AZ]","Rep. Grijalva, Raúl M. [D-AZ]",HR 1052
"Rep. Nadler, Jerrold [D-NY]","Rep. Grijalva, Raúl M. [D-AZ]",HR 1052
"Rep. Casten, Sean [D-IL]","Rep. Grijalva, Raúl M. [D-AZ]",HR 1052
"Rep. Levin, Mike [D-CA]","Rep. Grijalva, Raúl M. [D-AZ]",HR 1052
"Rep. Gallego, Ruben [D-AZ]","Rep. Grijalva, Raúl M. [D-AZ]",HR 1052
"Rep. Neguse, Joe [D-CO]","Rep. Grijalva, Raúl M. [D-AZ]",HR 1052
"Rep. Blumenauer, Earl [D-OR]","Rep. Grijalva, Raúl M. [D-AZ]",HR 1052
"Rep. Hayes, Jahana [D-CT]","Rep. Hastings, Alcee L. [D-FL]",HR 1054
"Rep. Jackson Lee, Sheila [D-TX]","Rep. Hastings, Alcee L. [D-FL]",HR 1054
"Rep. Thompson, Bennie G. [D-MS]","Rep. Hastings, Alcee L. [D-FL]",HR 1054
"Rep. Sires, Albio [D-NJ]","Rep. Hastings, Alcee L. [D-FL]",HR 1054
"Rep. Soto, Darren [D-FL]","Rep. Hastings, Alcee L. [D-FL]",HR 1054
"Del. San Nicolas, Michael F. Q. [D-GU]","Rep. Hastings, Alcee L. [D-FL]",HR 1054
"Rep. Kinzinger, Adam [R-IL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Fitzpatrick, Brian K. [R-PA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Maloney, Carolyn B. [D-NY]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Foster, Bill [D-IL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Jackson Lee, Sheila [D-TX]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Costa, Jim [D-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Axne, Cynthia [D-IA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Raskin, Jamie [D-MD]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Sires, Albio [D-NJ]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Gonzalez, Anthony [R-OH]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Brownley, Julia [D-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Lee, Barbara [D-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Joyce, David P. [R-OH]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Roybal-Allard, Lucille [D-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. McMorris Rodgers, Cathy [R-WA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Balderson, Troy [R-OH]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Mast, Brian J. [R-FL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Pascrell, Bill, Jr. [D-NJ]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Harder, Josh [D-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Suozzi, Thomas R. [D-NY]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Bishop, Sanford D., Jr. [D-GA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Lamb, Conor [D-PA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Trone, David J. [D-MD]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Vargas, Juan [D-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Cole, Tom [R-OK]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Kilmer, Derek [D-WA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Fortenberry, Jeff [R-NE]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Moulton, Seth [D-MA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Bost, Mike [R-IL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Rutherford, John H. [R-FL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Comer, James [R-KY]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Ryan, Tim [D-OH]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Kirkpatrick, Ann [D-AZ]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Calvert, Ken [R-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Hartzler, Vicky [R-MO]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Diaz-Balart, Mario [R-FL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Cline, Ben [R-VA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Bustos, Cheri [D-IL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Bacon, Don [R-NE]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Moolenaar, John R. [R-MI]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Pappas, Chris [D-NH]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Mooney, Alexander X. [R-WV]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Cheney, Liz [R-WY]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Graves, Sam [R-MO]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Aguilar, Pete [D-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Granger, Kay [R-TX]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Chu, Judy [D-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Chabot, Steve [R-OH]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Gaetz, Matt [R-FL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Deutch, Theodore E. [D-FL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Demings, Val Butler [D-FL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Carson, Andre [D-IN]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Thompson, Mike [D-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Cuellar, Henry [D-TX]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Crawford, Eric A. ""Rick"" [R-AR]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Gibbs, Bob [R-OH]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Guthrie, Brett [R-KY]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Wild, Susan [D-PA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Butterfield, G. K. [D-NC]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Napolitano, Grace F. [D-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Murphy, Stephanie N. [D-FL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Latta, Robert E. [R-OH]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Kim, Andy [D-NJ]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Steube, W. Gregory [R-FL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Cooper, Jim [D-TN]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Nadler, Jerrold [D-NY]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Watson Coleman, Bonnie [D-NJ]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Zeldin, Lee M. [R-NY]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Velazquez, Nydia M. [D-NY]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Cárdenas, Tony [D-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Lieu, Ted [D-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Neal, Richard E. [D-MA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Stefanik, Elise M. [R-NY]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. McCollum, Betty [D-MN]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Ruppersberger, C. A. Dutch [D-MD]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Neguse, Joe [D-CO]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Gallego, Ruben [D-AZ]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Payne, Donald M., Jr. [D-NJ]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Turner, Michael R. [R-OH]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Hice, Jody B. [R-GA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Soto, Darren [D-FL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Kelly, Robin L. [D-IL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Walorski, Jackie [R-IN]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Posey, Bill [R-FL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Banks, Jim [R-IN]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. DesJarlais, Scott [R-TN]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Hayes, Jahana [D-CT]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Beatty, Joyce [D-OH]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Connolly, Gerald E. [D-VA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Davids, Sharice [D-KS]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Carter, Earl L. ""Buddy"" [R-GA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Bonamici, Suzanne [D-OR]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Johnson, Bill [R-OH]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Thompson, Glenn [R-PA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Larson, John B. [D-CT]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Westerman, Bruce [R-AR]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Kelly, Mike [R-PA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Sewell, Terri A. [D-AL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. LaMalfa, Doug [R-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Joyce, John [R-PA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Long, Billy [R-MO]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Khanna, Ro [D-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. McGovern, James P. [D-MA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Swalwell, Eric [D-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Grijalva, Raúl M. [D-AZ]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Hern, Kevin [R-OK]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Espaillat, Adriano [D-NY]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Thompson, Bennie G. [D-MS]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Bass, Karen [D-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Cicilline, David N. [D-RI]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Stanton, Greg [D-AZ]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. McKinley, David B. [R-WV]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Fudge, Marcia L. [D-OH]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Burgess, Michael C. [R-TX]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Gonzalez, Vicente [D-TX]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Steil, Bryan [R-WI]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Kuster, Ann M. [D-NH]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Walberg, Tim [R-MI]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Bishop, Dan [R-NC]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Luria, Elaine G. [D-VA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. DeLauro, Rosa L. [D-CT]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Kustoff, David [R-TN]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Luetkemeyer, Blaine [R-MO]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Baird, James R. [R-IN]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Cohen, Steve [D-TN]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Casten, Sean [D-IL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Veasey, Marc A. [D-TX]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Del. Radewagen, Aumua Amata Coleman [R-AS]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Tonko, Paul [D-NY]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Wenstrup, Brad R. [R-OH]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Pocan, Mark [D-WI]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Hastings, Alcee L. [D-FL]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Houlahan, Chrissy [D-PA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Gottheimer, Josh [D-NJ]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Norman, Ralph [R-SC]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Carbajal, Salud O. [D-CA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Emmer, Tom [R-MN]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Rice, Kathleen M. [D-NY]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Gohmert, Louie [R-TX]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Kelly, Trent [R-MS]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Katko, John [R-NY]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Jacobs, Chris [R-NY]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. DelBene, Suzan K. [D-WA]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Adams, Alma S. [D-NC]","Rep. Kaptur, Marcy [D-OH]",HR 1057
"Rep. Veasey, Marc A. [D-TX]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Schrier, Kim [D-WA]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Rush, Bobby L. [D-IL]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Garcia, Jesus G. ""Chuy"" [D-IL]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Davids, Sharice [D-KS]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Hastings, Alcee L. [D-FL]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Sarbanes, John P. [D-MD]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Carbajal, Salud O. [D-CA]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Kilmer, Derek [D-WA]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Barragan, Nanette Diaz [D-CA]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Sewell, Terri A. [D-AL]","Rep. Larsen, Rick [D-WA]",HR 1059
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Cooper, Jim [D-TN]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Lee, Barbara [D-CA]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Moore, Gwen [D-WI]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. DeGette, Diana [D-CO]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Schakowsky, Janice D. [D-IL]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Jones, Mondaire [D-NY]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Johnson, Eddie Bernice [D-TX]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. McNerney, Jerry [D-CA]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Blumenauer, Earl [D-OR]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Boyle, Brendan F. [D-PA]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Brownley, Julia [D-CA]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Speier, Jackie [D-CA]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Titus, Dina [D-NV]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Welch, Peter [D-VT]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Garamendi, John [D-CA]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Watson Coleman, Bonnie [D-NJ]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Carson, Andre [D-IN]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Grijalva, Raúl M. [D-AZ]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Beatty, Joyce [D-OH]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Pocan, Mark [D-WI]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Soto, Darren [D-FL]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Himes, James A. [D-CT]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Strickland, Marilyn [D-WA]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Smith, Adam [D-WA]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. McCollum, Betty [D-MN]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Swalwell, Eric [D-CA]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Espaillat, Adriano [D-NY]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Omar, Ilhan [D-MN]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Allred, Colin Z. [D-TX]","Rep. Larsen, Rick [D-WA]",HR 1059
"Rep. Soto, Darren [D-FL]","Resident Commissioner González-Colón, Jenniffer [R-PR]",HR 106
"Rep. Veasey, Marc A. [D-TX]","Rep. McKinley, David B. [R-WV]",HR 1062
"Rep. Cuellar, Henry [D-TX]","Rep. Miller, Carol D. [R-WV]",HR 1063
"Rep. Katko, John [R-NY]","Rep. Nadler, Jerrold [D-NY]",HR 1065
"Rep. McBath, Lucy [D-GA]","Rep. Nadler, Jerrold [D-NY]",HR 1065
"Rep. Herrera Beutler, Jaime [R-WA]","Rep. Nadler, Jerrold [D-NY]",HR 1065
"Rep. Scott, Robert C. ""Bobby"" [D-VA]","Rep. Nadler, Jerrold [D-NY]",HR 1065
"Rep. Curtis, John R. [R-UT]","Rep. Neguse, Joe [D-CO]",HR 1066
"Rep. O'Halleran, Tom [D-AZ]","Rep. Neguse, Joe [D-CO]",HR 1066
"Rep. Stewart, Chris [R-UT]","Rep. Neguse, Joe [D-CO]",HR 1066
"Del. Norton, Eleanor Holmes [D-DC]","Rep. Neguse, Joe [D-CO]",HR 1066
"Rep. Jackson Lee, Sheila [D-TX]","Rep. Neguse, Joe [D-CO]",HR 1066
"Del. San Nicolas, Michael F. Q. [D-GU]","Rep. Neguse, Joe [D-CO]",HR 1066
"Rep. Levin, Andy [D-MI]","Rep. Pascrell, Bill, Jr. [D-NJ]",HR 1068
"Rep. Porter, Katie [D-CA]","Rep. Pascrell, Bill, Jr. [D-NJ]",HR 1068
"Rep. Beyer, Donald S., Jr. [D-VA]","Rep. Pascrell, Bill, Jr. [D-NJ]",HR 1068
"Rep. Suozzi, Thomas R. [D-NY]","Rep. Pascrell, Bill, Jr. [D-NJ]",HR 1068
"Rep. Blumenauer, Earl [D-OR]","Rep. Pascrell, Bill, Jr. [D-NJ]",HR 1068
"Rep. Garcia, Sylvia R. [D-TX]","Rep. Pressley, Ayanna [D-MA]",HR 1072
"Rep. Demings, Val Butler [D-FL]","Rep. Pressley, Ayanna [D-MA]",HR 1072
"Rep. Trone, David J. [D-MD]","Rep. Pressley, Ayanna [D-MA]",HR 1072
"Rep. Hayes, Jahana [D-CT]","Rep. Pressley, Ayanna [D-MA]",HR 1072
"Rep. Speier, Jackie [D-CA]","Rep. Pressley, Ayanna [D-MA]",HR 1072
"Rep. Espaillat, Adriano [D-NY]","Rep. Pressley, Ayanna [D-MA]",HR 1072
"Rep. DeSaulnier, Mark [D-CA]","Rep. Pressley, Ayanna [D-MA]",HR 1072
"Rep. Bass, Karen [D-CA]","Rep. Smith, Christopher H. [R-NJ]",HR 1079
"Rep. Panetta, Jimmy [D-CA]","Rep. Hudson, Richard [R-NC]",HR 108
"Rep. Aderholt, Robert B. [R-AL]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Allen, Rick W. [R-GA]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Armstrong, Kelly [R-ND]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Arrington, Jodey C. [R-TX]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Babin, Brian [R-TX]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Bacon, Don [R-NE]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Balderson, Troy [R-OH]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Banks, Jim [R-IN]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Barr, Andy [R-KY]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Bergman, Jack [R-MI]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Bice, Stephanie I. [R-OK]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Biggs, Andy [R-AZ]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Bilirakis, Gus M. [R-FL]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Bishop, Dan [R-NC]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Boebert, Lauren [R-CO]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Bost, Mike [R-IL]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Brooks, Mo [R-AL]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Bucshon, Larry [R-IN]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Budd, Ted [R-NC]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Burchett, Tim [R-TN]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Burgess, Michael C. [R-TX]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Carl, Jerry L. [R-AL]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Carter, Earl L. ""Buddy"" [R-GA]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Cawthorn, Madison [R-NC]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Cheney, Liz [R-WY]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Cloud, Michael [R-TX]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
"Rep. Clyde, Andrew S. [R-GA]","Rep. Smith, Christopher H. [R-NJ]",HR 1080
